Entity	feature0	feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	feature49	feature50	feature51	feature52	feature53	feature54	feature55	feature56	feature57	feature58	feature59	feature60	feature61	feature62	feature63	feature64	feature65	feature66	feature67	feature68	feature69	feature70	feature71	feature72	feature73	feature74	feature75	feature76	feature77	feature78	feature79	feature80	feature81	feature82	feature83	feature84	feature85	feature86	feature87	feature88	feature89	feature90	feature91	feature92	feature93	feature94	feature95	feature96	feature97	feature98	feature99	feature100	feature101	feature102	feature103	feature104	feature105	feature106	feature107	feature108	feature109	feature110	feature111	feature112	feature113	feature114	feature115	feature116	feature117	feature118	feature119	feature120	feature121	feature122	feature123	feature124	feature125	feature126	feature127	feature128	feature129	feature130	feature131	feature132	feature133	feature134	feature135	feature136	feature137	feature138	feature139	feature140	feature141	feature142	feature143	feature144	feature145	feature146	feature147	feature148	feature149	feature150	feature151	feature152	feature153	feature154	feature155	feature156	feature157	feature158	feature159	feature160	feature161	feature162	feature163	feature164	feature165	feature166	feature167	feature168	feature169	feature170	feature171	feature172	feature173	feature174	feature175	feature176	feature177	feature178	feature179	feature180	feature181	feature182	feature183	feature184	feature185	feature186	feature187	feature188	feature189	feature190	feature191	feature192	feature193	feature194	feature195	feature196	feature197	feature198	feature199
<http://bio2rdf.org/drugbank:DB01156>	-0.39358905	0.31502837	-0.117286205	0.4487395	-0.34229782	0.20969443	0.6080355	-0.074895695	0.30263856	-0.2562446	-0.881726	0.42490688	0.22972064	-0.45964572	0.50907344	0.5155492	0.20285247	-0.122206844	-0.4175891	0.07449129	0.47630987	-0.07887302	-0.16291842	0.6433654	-0.273775	0.50705487	-0.6155876	-0.25284582	0.09632711	0.20470873	0.29161358	-0.43823487	-0.5748883	-0.06993057	0.9670337	0.047441754	0.5233476	0.82443595	0.041834015	0.02952021	-0.8285305	0.009985309	0.75525826	0.23556817	0.07599987	-1.1034557	-0.07224306	-0.4778365	-0.2675764	0.025862442	0.34039396	0.4452223	-0.08931004	-0.0025366948	1.3839247	0.16600502	0.2337392	-0.31160435	-0.49796224	0.2049536	0.16017269	-0.11260012	-0.02281972	-0.14885122	-0.03344767	0.23046169	0.102065094	0.29223084	-0.4356469	0.14602524	-0.32140225	-0.46246058	0.05801622	0.49600044	0.2844809	-0.45299888	0.24621756	-0.9456789	0.058709297	0.1836914	-0.3547267	0.4616834	0.7286341	-0.5425869	0.19175857	-0.43982604	-0.40009376	0.020673335	0.13984105	0.15566443	-0.062286533	0.40903383	0.29845953	0.062180594	0.00032970306	0.1824325	1.2362062	-0.46204352	-0.38926613	-0.9123882	-0.06663242	0.56172353	-0.27727658	0.033224624	0.029306624	0.11985433	0.4261281	0.3297753	-0.44931465	0.19819202	0.6637567	-0.17818488	0.32460186	0.59378445	0.30222666	-0.7678602	-0.05833202	-0.6640159	-0.3976849	-0.11533076	-0.014544765	-0.2089292	-0.03909009	-0.10296072	0.10877063	-0.21022777	-0.087405704	0.050187666	0.3886248	0.049352966	0.3224366	-0.659006	0.6292709	-0.3701762	-0.013704264	-0.25901222	0.14779378	-0.43859386	-0.8895028	0.07211577	0.016556542	0.3856562	0.049492568	0.38966012	0.06523939	0.14549555	-0.8840555	0.13531066	-0.43375638	0.9607127	0.6745567	-0.31159118	-0.14412382	0.51857114	-0.5448277	-0.1669335	0.5895457	-0.2512033	-0.22410654	0.26567563	-0.8212507	0.22010827	-1.2749414	-0.23310186	0.12542455	0.0027536235	0.64976	0.26225418	0.32086617	0.054849364	-0.76512426	-0.4146478	0.028480085	0.21312195	0.36047512	0.039596844	-0.53531045	1.0276383	-0.47260103	0.10843404	1.066728	-0.44443294	0.21947283	0.7921928	-0.71266884	-0.114794	0.5152651	1.2743496	0.36190253	0.12072862	-0.6649738	-0.5026771	0.272778	-0.4357181	0.23839654	-0.23747085	0.32253078	-0.16662285	0.4138541	-0.2146284
<http://bio2rdf.org/drugbank:DB01039>	0.13206123	0.58537966	-0.29307655	0.10430901	0.22416928	0.2484209	0.061978187	0.38647965	0.31711233	0.104502834	-0.3530565	0.2642235	0.03600205	-0.4576602	0.58064306	0.3124165	0.1606931	0.5988741	0.06573557	-0.45109043	0.025687082	-0.25288406	0.6296143	0.5860533	-0.1494175	0.39522132	-0.8142454	0.083696336	-0.2938896	-0.1380473	0.43414608	-0.18588914	-0.3235816	-0.59887147	0.9875411	-0.26449317	0.57920104	0.54304504	0.5290995	-0.19450781	0.28150207	-0.21692082	0.1084802	0.4071605	-0.006691024	-0.6906912	-0.26048514	0.6987739	0.15230808	0.7526337	0.7581687	0.41147783	0.16605529	0.05737436	0.13475727	0.13730285	-0.44773346	-0.09233401	-0.001248801	-0.018373178	-0.20339358	0.18090983	-0.42448145	0.054425355	-0.036314525	-0.0139109185	-0.44445542	-0.48706374	-0.14557272	0.5958001	-0.19217096	0.3296004	-0.3514401	0.111009486	0.34895894	0.19220702	-0.0752785	-0.38596585	0.7915011	-0.14342299	-1.0066696	0.5365354	0.5212145	0.39894378	0.21514429	0.28457654	-0.8577349	0.5825864	-0.17278443	0.5388871	-0.17994075	-0.3658046	0.1781015	-0.01141671	-0.6592078	0.42217445	0.5208294	0.025093488	-0.24437502	0.12355573	0.3831763	0.21612766	-0.33046153	-0.4616768	0.27044457	0.12730336	0.33601606	-0.22608161	-0.13814212	-0.32414436	0.37285107	-0.64218235	0.07130149	0.22150457	0.86504525	0.5050042	0.34860054	-0.5623259	-0.73300475	0.33811468	-0.00565339	-0.18738535	-0.25745514	-0.3058721	-0.31109488	-0.26378495	0.07201164	-0.11521964	0.18280636	-0.90209466	0.19266792	-0.3748132	0.49141273	0.07768514	-0.027411371	0.18532774	-0.23408556	-0.60867727	-0.36681703	0.33171022	-0.22797038	0.48975405	-0.53387135	0.69715387	-0.31064615	-0.45611256	-0.4601732	0.24076645	-0.42124447	0.34180802	0.9753182	0.28168133	-0.37655902	0.050098833	-0.5576768	0.001966107	0.21908924	0.2035263	-0.22092722	1.1399456	-0.86145544	0.27848476	-0.4232387	-0.041622967	-0.0072454987	0.4521503	0.07301521	0.73381144	0.2810355	0.10933111	-0.5858978	-0.9631219	-0.03975657	0.42428097	0.34336632	0.030024841	-0.25332144	0.26763126	-0.82504374	-0.19168672	0.98920244	-0.083355576	-0.15701579	0.27302203	-0.6264836	0.3069181	0.25801238	1.0864651	-0.22901767	-0.16799015	-0.6913198	-0.55588186	1.0855993	-0.57105505	0.69735223	-0.71024776	0.02042427	-0.42938128	-0.09661922	0.2189801
<http://bio2rdf.org/drugbank:DB01008>	-0.6328516	0.08165259	1.1254239	0.41216782	-0.41978258	0.7266902	-0.28365886	0.21315537	-0.11020826	-0.31005695	-0.6593496	0.4150537	0.07381268	-0.9426009	-0.17167611	0.60418767	-0.25046256	-0.09685885	-0.24167684	-0.14187814	-0.17623964	0.9790534	0.05539229	0.08342711	0.11419851	0.6503643	-0.37093484	-0.20291035	-0.106073625	-0.10175145	0.4468746	-0.36264846	-0.42987722	-0.31731454	1.2373769	0.56013286	-0.1505179	0.51398546	-0.8631066	-0.26432747	-0.85989153	0.7303057	-0.40838686	-0.21608533	0.5371749	-1.0516788	-0.38111603	0.4353452	-0.2732208	-0.24725266	0.7772356	0.12649636	0.24826749	-0.27368447	0.5011214	0.3077008	0.6360415	-0.19760767	-0.24063572	-0.6027629	0.36802873	0.67506224	0.015686942	0.035184667	0.28707662	0.59145784	-0.29175022	-0.19537951	-0.11806864	0.13619478	-0.240767	0.48205367	0.26012573	0.074836865	0.38871026	-0.20151684	0.45430622	-0.73235005	0.4358101	0.35880893	-0.4978499	0.3383937	0.40253276	0.12024814	0.3209877	0.09501559	0.04177198	0.20973149	0.13671789	0.096466795	0.6883137	0.071077794	-0.08859692	-0.27325425	-0.6051908	-0.51979953	0.6376558	-0.20411801	-0.15443306	-0.3433608	0.4057438	-0.013181849	-1.0147676	-0.018000588	-0.13201809	-0.20505162	-0.0849454	0.5455575	-0.5160618	-0.03233187	0.02863345	-0.058232777	-0.19523749	-0.032469667	-0.013762632	-0.15984854	-0.015401499	-1.0221957	-0.22671083	0.023098584	0.37444818	0.16503288	-0.09973114	-0.045625214	0.35817438	0.13502426	0.018671507	0.02743302	0.43215072	0.096263744	0.16560683	-0.32446167	-0.3985466	-0.13102318	-0.4265324	0.37859616	0.23275456	-0.7385833	-0.705987	-0.255045	-0.6314195	0.48472223	-0.75236493	0.43081045	-0.58892447	-0.36268622	-1.1916692	-0.05408883	-0.7067235	0.61722577	0.25776568	0.37689304	0.35284543	1.0112165	-0.83362645	-0.32488024	0.19823451	0.16844587	0.16379097	1.0058354	-0.9630909	0.0047429185	-0.24808188	-0.4315755	0.41218492	-0.041502554	0.110143386	0.18465951	0.46374348	0.38741058	-0.19632213	-0.23999701	-0.24436009	0.41621792	0.0033694364	-0.041605845	-0.23665404	0.23593	0.15712956	0.11406149	1.237999	-0.37502727	0.3146998	0.3624701	-0.56744796	-0.18277958	-0.2113315	0.8284124	-0.1633931	-0.4317002	-0.90220577	-0.90134	0.5954866	-0.14461252	0.8789993	-0.22648059	0.3108996	0.25756013	-0.009634237	0.20197614
<http://bio2rdf.org/drugbank:DB00836>	-0.4941074	-0.16055632	0.3091464	0.18106581	-0.022065332	0.32626638	-0.32415524	0.2537357	0.21842827	-0.038495857	0.38381103	0.13415226	0.445683	-0.476439	0.3192755	0.3680834	0.13267097	0.31369537	-0.3211405	0.41815957	0.1529229	0.26171494	0.68530136	0.49923506	0.16694278	0.09478311	-0.12717733	-0.75698215	0.08986273	0.19312921	-0.14253852	0.43753755	0.43365917	0.21307649	0.9547984	0.278105	0.3715493	1.0308603	-0.17160502	-0.1527179	0.28852338	-0.46776566	-0.23002738	0.16057031	0.48721212	-1.6212298	-0.4999765	-0.1332921	-0.62054545	0.59174377	0.7744013	0.22699994	0.16959049	-0.19478709	0.7426115	0.21915713	0.76458675	-0.49856916	0.13991289	0.5371156	0.041773442	0.35869813	0.12419304	-0.050330155	0.55551153	-0.3628198	-0.502608	-0.14582312	0.14278066	-0.26989153	-0.22151117	0.11825471	0.784025	0.4964163	0.24635188	0.22003779	-0.074691445	-0.86074674	-0.18213381	0.2766198	-1.1472048	0.95913756	0.25320807	0.69912994	0.086319365	-0.9565591	-0.07015895	0.1964968	-0.022221511	-0.3300203	-0.10673915	-0.03162318	0.10508828	0.034584317	-0.8067705	-0.70311487	1.6703172	0.095898524	-0.18482843	-0.51729804	0.030243112	0.63087916	0.4535137	0.4152098	0.040604535	0.06777505	0.35535172	-0.09623792	-0.35840896	0.3834489	-0.073546	-0.18938963	0.827523	0.52707595	-0.14554922	0.011024025	0.7450102	-0.9190876	-0.08388208	-0.3629484	-0.45819557	-0.19385484	0.21207562	-0.3114317	0.14348218	-0.039063018	0.033983115	-0.028100882	-0.12140182	-0.1448474	0.7733461	-0.83006334	0.4172963	-0.059437525	-0.07794688	0.03046504	0.21992102	0.19628958	-0.30598885	0.04553797	-0.028126512	-0.012348212	-0.21092926	0.20176928	-0.066353925	-0.6616452	-0.97278684	-0.01823674	-0.7204559	0.33234707	1.1143862	-0.29501417	0.32580718	0.43757492	0.23662117	0.16372636	-0.08522996	-0.1660821	0.032541145	0.113737196	0.14834844	0.033369884	-0.5795182	-0.30841404	0.2952945	-0.059361152	0.27312872	-0.5593596	0.0054586288	0.24240561	0.000103010665	0.28384313	0.18733633	0.7768732	-0.15075406	0.070085555	0.38126072	-0.06813894	0.060671452	0.68549067	0.75564533	-0.05068898	-0.86748046	-0.3086563	-0.20649834	-0.5559961	-0.41609567	0.73960054	-0.39779446	-0.27057517	0.18757321	-0.3029765	0.22665845	-0.56894255	0.9326877	0.13399667	1.4354211	0.3079907	-0.05690383	0.20847408
<http://bio2rdf.org/drugbank:DB00531>	0.19702263	-0.23367363	0.4302178	0.57613564	-0.0050403615	1.0194237	-0.2666849	0.09515932	0.33052996	-0.2198271	-0.05357372	-0.2622158	-0.47884455	-0.32945594	0.09503907	0.24051431	-0.033533126	0.57997715	0.05094706	0.015849182	0.13089046	0.51223195	0.30671564	0.23592374	-0.092185654	-0.25137398	-0.5015303	-0.12799469	0.22556849	-0.2626722	0.39166182	-0.024227936	-0.2577547	-0.31253216	0.7307741	-0.04581795	-0.07641484	0.76345694	-0.30940554	-0.36709404	-0.6879768	0.075787365	-0.09890087	0.6480742	0.49110505	-0.77036685	0.24881709	0.23863862	0.13576616	0.048214495	0.2621025	-0.14055055	-0.5076062	-0.34564406	0.31625205	0.2745256	0.74610543	0.0072363545	-0.37695807	0.9046364	-0.15897165	0.38272828	0.20486249	-0.64818543	0.15671661	0.33801627	0.25440153	0.16805156	-0.15834077	0.044075068	0.0746818	-0.2864824	0.19011264	0.02595129	0.10758945	-0.2530149	0.07266032	-0.8336864	0.49588785	0.27453822	-0.28364053	-0.1335625	0.32328045	-0.0840031	0.18666144	-0.2159901	-0.015718088	-0.3002829	0.17672831	0.0073842644	0.15972862	0.14444672	0.04894478	0.24157847	-0.4427377	-0.65331864	0.7802912	-0.053926982	-0.52065504	-0.6297848	0.35840976	-0.1652871	-1.0080538	0.7852614	0.019771732	0.05592026	0.58566755	0.09149969	0.13410816	0.19741757	-0.30670124	-0.6070467	0.16393474	0.6456392	-0.39692917	-0.3600684	-0.32316944	-0.3593326	-0.3834626	-0.006385948	-0.11056399	-0.34920087	-0.55199206	0.54534274	0.033707842	-0.26776063	-0.426911	0.022775333	-0.26281348	-0.11599817	0.4687059	-0.7834347	0.21663092	-0.16046262	0.17125009	-0.29964533	0.46424916	0.13880582	-0.5429502	-0.15779231	-0.035192296	0.45792148	-0.35213786	0.451873	-0.24428035	0.22355054	-1.0517905	-0.4248482	-0.50193226	0.61219144	0.4238993	0.36487377	0.28822696	0.5100386	0.06700191	-0.45051503	0.5334445	0.31791404	0.44083014	0.5619231	-0.5511234	-0.080485515	-0.33749798	-0.06850248	0.39156947	-0.46492633	-0.005756182	-0.33149838	-0.28809747	-0.09844312	-0.7214436	-0.017177012	0.025865665	-0.4848896	0.42510357	-0.016226798	-0.26813003	-0.119416445	-0.014555088	0.18978377	0.7296201	-0.071705304	0.28843635	0.18450314	-0.348618	0.44090712	0.07921746	0.2512862	0.1628437	-0.23245007	-0.5376907	-0.5355994	0.18002887	0.33731315	0.51072353	-0.27598423	0.20654143	0.4007452	0.09681236	0.08619393
<http://bio2rdf.org/drugbank:DB00970>	0.26679066	0.4902125	0.46796182	0.43467584	-0.53319013	0.69060636	0.01945609	-0.3824641	0.2911518	0.17714532	0.672273	0.0314346	0.11164917	-0.8655532	-0.14468198	-0.5237377	-0.6625436	-0.13889204	-0.24487127	0.042099945	-0.6536213	0.7379409	0.38362065	-0.20245855	0.021857707	-0.33485454	-0.50289667	-0.1374593	0.01753851	0.28688803	0.5096082	0.23883617	-0.30705342	0.015683088	0.7094856	0.099239245	0.37097865	0.28070328	0.22142641	-0.43643773	-0.37693113	0.06902397	-0.42450243	0.30123982	0.1591951	-1.5605984	-0.13124873	-0.527789	-0.07665599	0.6214458	0.31624457	0.15447551	0.6129541	-0.3790147	0.1359918	0.41958612	1.2688738	-0.2692597	0.068237014	0.36775792	-0.41407135	0.2295688	0.04644231	-0.03832539	0.44413882	0.21038382	-0.13892992	-0.008909884	-0.13282236	0.4043741	-0.11489878	-0.03952956	0.29885036	0.4344905	0.3246611	-0.60406655	-0.07499744	-0.27243513	0.46026284	0.41108492	-0.57909584	0.20866469	0.31397307	0.6274346	0.53795916	-0.54230857	-0.40232673	-0.018564913	0.47815922	-0.2879872	-0.13103311	0.35760325	0.41741797	0.64993423	-0.4242416	-0.3846013	1.1221935	0.25242904	0.08872625	-0.62989247	0.57733643	0.5955771	-0.37782192	0.3678479	-0.4677538	-0.10127689	0.42680085	0.30538422	-0.082432956	0.8027901	-0.20994376	-0.030655354	0.41690677	0.82382494	-0.022628536	0.05049787	0.70251477	-0.6925749	0.2532464	0.31826264	-0.33473396	0.030267779	-0.3723493	-0.38903335	-0.13066281	0.0711721	-0.42379978	0.1792937	-0.008449785	-0.3953438	0.10056782	-0.42738283	0.1494601	0.0017296283	0.17990226	-0.48722723	-0.044868875	-0.41796073	-0.6089754	-0.24362867	-0.34759513	-0.15801546	-0.667655	0.44193017	-0.07238915	-0.5484788	-1.3261915	0.10218077	-0.18630792	0.59239566	0.8397916	0.42532545	-0.06604388	1.0700742	-0.55944496	-0.83799446	0.108873	0.2966388	-0.21963955	0.50857246	-0.7257938	0.050550867	-0.16036136	-0.111288294	1.011131	-0.35448647	0.0724456	-0.052834626	0.8468528	0.5963632	-0.21588728	0.5923591	0.16017136	-0.17644295	-0.22413029	-0.3841684	-0.13099582	0.24381462	-0.023558948	0.23850721	0.3906841	-0.1574564	-0.404681	-0.08147084	-1.1173542	0.4323368	-0.11664996	0.6792449	0.10073196	-0.027271843	-0.6727356	-0.74944913	-0.250688	-0.53739345	0.5889867	0.19590272	1.1722411	-0.093355276	-0.3537067	0.8037942
<http://bio2rdf.org/drugbank:DB00997>	0.088348694	0.29684886	0.91230536	0.5098871	-0.08214129	0.95882887	-0.0151143	0.02706838	0.27330172	-0.316959	0.04115175	-0.07751664	-0.2133589	-0.47725552	0.28299665	0.24705045	0.06400755	0.8271469	-0.14559853	-0.12986098	-0.40747932	1.0058045	0.0020439308	-0.06754194	-0.14101985	0.23540978	-0.23025201	-0.38933384	0.16261658	-0.36150125	0.25272828	-0.20905551	0.17093357	0.053834837	0.5441086	-0.23629555	0.2459216	0.62966657	-0.369723	-0.18065532	-0.6564894	0.28977177	0.18434727	0.6124813	-0.027187983	-1.2622601	-0.4444272	0.018254884	0.41648823	0.033305485	0.3830773	0.4714594	-0.08269779	0.02114191	0.3381118	0.36034307	0.6153353	0.1437425	0.3562912	0.40899986	0.07934494	0.7346187	-0.037113447	-0.29207134	0.3543421	0.09340836	0.19429708	-0.35130468	-0.28298426	-0.31007507	-0.310603	-0.23752151	-0.5089729	0.11153715	-0.48330578	-0.07911686	-0.3427752	-0.75010836	0.2376405	0.18857656	-0.4524485	0.38435367	0.14470579	0.2775843	0.2600657	-0.23664182	-0.3775194	0.12950301	0.42206314	-0.10770006	-0.29437217	0.12033877	0.11785195	-0.09821375	-0.6329365	-0.61409414	0.5072422	-0.15774365	-0.23158775	-0.17090258	1.0677311	0.35609385	-0.6111508	-0.21445721	-0.29749584	0.19078693	0.54879665	0.13661845	-0.076089695	0.6302988	-0.07662314	-0.5131277	0.114309356	0.893087	-0.31333894	-0.29495734	0.10725154	-0.26429614	-0.45194858	-0.20306435	-0.029321138	0.085812636	-0.4597045	0.14680044	-0.040197663	-0.5381391	-0.5841977	0.21391788	0.049132954	0.048679277	0.19933015	-0.16452187	-0.28330258	-0.4258953	-0.051793505	-0.5464439	0.40277353	-0.58917284	-0.48672208	-0.34205425	0.08394762	0.6215582	-0.4837954	0.40429416	-0.28156742	-0.36406237	-0.8659906	-0.17944263	-0.33868086	0.6487082	0.7891028	-0.0464491	-0.13053432	0.86075	-0.066972785	-0.30047044	-0.09443871	0.19450769	-0.32532775	0.4244335	-0.82963467	0.009383742	-0.6257741	-0.41615137	0.4602809	0.15079172	-0.22981912	-0.4264175	0.2785323	-0.19033758	-0.59827304	-0.020207053	-0.16466945	-0.3442917	0.30237508	0.27475804	-0.1161356	0.2545327	-0.4526948	-0.27451026	0.6284528	-0.1375647	0.40781978	0.09729035	-0.10130687	-0.2514871	0.48471928	0.7572644	0.2571849	0.11115257	-0.5602862	-0.32059324	0.49793887	0.28821826	0.17242433	0.18287612	0.6349258	0.3872558	-0.62206316	0.5295317
<http://bio2rdf.org/drugbank:DB00541>	0.19055167	0.002588711	0.4866711	0.61946136	-0.16200013	0.4197936	0.3107272	-0.28314596	0.6272383	-0.27565777	0.37331402	-0.19628324	-0.07361607	-0.46864983	0.12653843	0.08453973	0.00884879	0.2664212	-0.3750341	-0.21810538	-0.50752944	0.36264834	0.12068553	-0.21273391	-0.5411797	0.08323103	-0.75027466	-0.28487054	-0.3192691	-0.22967444	0.7339385	0.029337885	-0.24080706	0.15504633	0.7973436	0.17113018	0.14069244	0.5044103	-0.42832538	-0.5321122	-0.28440243	0.035804667	-0.44583234	0.2359685	0.4703813	-1.2296522	-0.27271032	0.34309855	0.27600154	-0.024098614	1.4641474	0.37149313	-0.15989698	-0.5518948	0.10397916	0.39718685	0.7877732	-0.29258192	0.34699574	0.55315644	-0.016128793	0.105704084	0.19207671	-0.28155518	0.5160552	0.20311898	-0.12333604	0.37432012	0.043795936	0.018049126	-0.13771817	-0.29691842	-0.21956973	0.16577487	0.12346977	-0.7175132	-0.4649256	-0.7294747	0.06789742	0.07409475	-0.117416345	0.3826572	0.59846425	0.6624254	0.46013492	-0.15581536	-0.2056421	-0.206439	0.1245483	0.43717635	0.67781216	0.08243848	-0.11493933	0.42655793	-0.3352158	-0.51482385	0.4343366	-0.25089866	-0.3098308	-0.39897925	0.8552792	-0.13733211	-0.80431443	-0.17950185	0.52475053	0.031765115	0.57926595	-0.12914902	0.44923398	0.53644377	-0.44548494	-0.22343084	0.8731463	0.63315296	-0.23138437	-0.15192674	-0.39571935	-0.6757495	-0.55102867	0.14683214	-0.06408996	-0.35227	-0.21051274	-0.09135361	-0.028563956	-0.08753014	-0.6099011	-0.07419407	0.09345454	-0.5486937	-0.10696544	-0.26423717	0.26601437	0.5497651	0.12747043	0.17675099	0.38334915	-0.1025618	-0.19393365	-0.009038174	-0.44670895	0.054469142	-0.49676025	0.6110464	-0.27437243	-0.48658258	-0.86338586	0.11274372	-0.83256614	0.71343863	0.61271346	0.21236362	0.27029076	0.19942415	-0.23797159	-0.24731421	0.5985688	0.62133294	0.66214585	0.22600423	-0.6258224	-0.02378629	-0.29456297	-0.08923828	0.381478	-0.4294507	0.28574568	-0.5243189	0.4152126	0.14526407	-0.25869524	0.23310246	0.0097524505	0.39838395	0.2534573	0.25617316	-0.4833771	0.39249098	-0.054767795	0.0009767212	0.62143004	-0.009771166	0.093855865	-0.016974436	-0.4528793	0.26680997	0.38342112	0.5401906	-0.056820743	0.49289724	-0.7116277	-0.6625871	0.10839997	-0.071313076	0.7833738	0.021389129	0.30584082	-0.12846489	-0.33267236	0.42847356
<http://bio2rdf.org/drugbank:DB00477>	-0.4534259	-0.45968753	0.6623785	-0.39965698	-0.55942047	-0.17787114	0.5265563	-0.19611083	-0.19873577	-0.94437456	-0.31770933	0.20072636	0.9076277	-0.1286457	0.25529706	-0.20530017	0.386088	0.05080378	0.2709399	0.090100266	-0.018709878	-0.20757799	0.5186251	0.18533885	-0.14326994	0.33741766	-0.093807556	0.25169528	0.24383786	-0.21120392	0.30155593	-0.06342743	-0.11029712	0.10637474	0.8603989	-0.18355738	0.9362212	1.0685049	-0.050483547	-0.29071885	-0.554769	-0.19322187	-0.49775708	0.51976657	-0.033989947	-0.6152722	-0.41292787	0.2117664	-0.70396155	0.39377362	0.37767568	0.6040868	0.057683025	0.2684976	-0.2517495	0.7105968	0.34226742	-0.9421733	0.29629606	0.6495882	-0.34059936	-0.40752134	0.02893591	0.13984637	0.5237508	0.08870666	-0.089273565	-0.14412363	-0.35037172	-0.2656311	0.25623262	-0.20498046	-0.1312319	0.2590021	0.8438753	-0.69817024	0.66586155	-0.51181847	-0.18170726	0.48095173	-0.47976	0.43831033	0.4399045	0.43324372	0.10494453	-0.42796037	0.75002205	0.059619892	-0.32873023	-0.029374044	0.33427012	0.13120717	0.39630806	0.1361586	-0.61361694	-0.06455889	0.75790876	0.2538509	-0.7024978	-0.22299428	-0.19315203	0.4476164	-0.15819956	0.8025731	0.19678359	-0.29524198	0.32598028	-0.106775716	-0.27703825	0.78124475	0.08161052	-0.12256516	0.16673109	1.0456882	0.7472915	-0.47990334	-0.47988653	-0.09356417	-0.71479654	-0.25720334	-0.5728517	-0.46446523	-0.21750386	-0.37317467	0.18629302	0.25469187	-0.47572166	-0.3556708	0.51914495	-0.7986533	0.6226537	-0.36478248	0.41564652	0.41799638	-0.010476794	-0.34238124	0.09780695	-0.55380756	-0.021615004	-0.35474825	0.056694254	-0.14840819	-0.039128877	0.97156364	0.018872827	0.02057118	-0.9413274	-0.43110436	-0.5182013	0.50327927	0.49897775	-0.034254942	-0.10604286	0.7622858	-0.38270012	-0.011502106	0.78158945	0.23431401	0.36976093	0.8053037	-0.6845158	0.2741006	-0.36016405	-0.042353142	-0.4439357	-0.08715026	0.757498	0.21803953	-0.050220933	0.06547428	-0.25855693	-0.069598444	-0.5497387	-0.28478593	0.1613951	0.2266396	-0.2184008	0.2191244	-0.18513314	-0.3028189	1.11001	0.006015331	-0.13668637	0.2968434	-0.34513405	0.20213886	-0.16655686	1.2037196	0.08706516	-0.05200663	-0.3455946	-0.34902823	-0.056196816	-1.5340394	0.5485777	0.006543646	0.53138816	-0.057257243	-0.27891886	0.5874841
<http://bio2rdf.org/drugbank:DB00361>	0.4569949	0.43798968	0.2305031	0.8419679	-0.80328006	0.60463524	0.4154803	-0.48224467	0.29849494	-0.46862802	0.7603509	0.750987	-0.2848302	-0.91059965	-0.5370337	-0.34032455	-0.323843	0.72610146	0.16063525	0.33714774	-0.32164055	0.5618414	0.5626513	0.315621	0.10036707	-0.03976687	-0.7640201	-0.39981985	-0.423157	0.35669637	0.4888477	-0.18388462	0.0027420728	-0.22005974	0.45050773	-0.20238869	0.56870466	0.69901454	-0.35128555	-0.06646068	-0.51324064	0.0722743	-0.08647233	0.62199086	-0.1661109	-1.1583129	-0.07269983	-0.13305067	-0.5152776	0.21353611	1.0030972	0.026278097	0.64233226	-0.67608964	-0.34110504	-0.17151508	1.3133394	-0.14139722	-0.06599809	0.61312526	-0.38780522	0.13061185	-0.027000505	0.024356244	0.62050706	0.09096175	-0.09639752	-0.0512573	-0.0007100835	0.6300387	-0.023558073	-0.53606635	-0.1441465	0.044444036	-0.31657165	-0.31088024	-0.24497369	-0.3782981	0.434116	0.42628884	-0.3531437	0.13312508	0.10480708	0.03892545	0.50098413	-0.70563895	-0.38374615	-0.24877468	0.50390446	-0.2948302	0.27044103	0.044106074	0.7036761	-0.19294728	-0.4423314	-0.04885406	0.58989644	-0.06456749	-0.5895646	-1.242412	0.221708	0.2867269	-0.79227626	-0.20316336	-0.6496315	-0.49973395	0.49926257	0.07823629	0.12879027	0.13207501	-0.05628421	-0.1832582	0.9152404	0.43835008	-0.18844451	0.02978422	0.43187982	-0.62833625	-0.2986197	0.10162294	0.011316966	0.44454375	-0.41726622	-0.30113605	-0.17230357	0.34084487	-0.25458673	-0.11261584	0.45642668	-0.50669146	-0.08686293	-0.13215713	-0.14398904	0.40880397	-0.34923163	-0.037500944	-0.15352322	-0.4010316	-0.36709	0.10645587	-0.3957358	0.39091045	-0.92517495	0.5626555	-0.68748504	-0.1292104	-1.0528728	0.75374013	-0.5836975	0.15991539	1.4165454	0.49180722	-0.45679313	0.40758058	0.10352066	-0.72579706	0.13109478	0.06955711	-0.1883058	-0.01012179	-0.98671967	0.29073492	-0.27176103	-0.34271127	0.23171203	-0.38040662	0.274193	0.0026109477	0.60187906	0.8204744	-0.092298575	0.21442713	-0.23401883	-0.0032834264	0.20200697	-0.13042581	0.13145266	0.33375183	-0.16055998	-0.30356193	0.96611214	-0.09561184	-0.10919366	0.3846102	-0.3552362	0.20074454	-0.41256225	0.54337555	-0.38725293	0.06834606	-0.41323623	-0.06374876	-0.44022194	-0.38814387	0.652594	0.49149027	0.1642258	0.13394345	0.28381842	0.3648378
